Feedback,Category,Sentiment
"Great hotel - very clean, organized, the staff was amazing. Breakfast buffet in the morning was perfect. \n\nI gave it a 4 star, because I been road tripping around the states and out of all the holiday inns and hampton inns this one was more pricey and parking was also expensive. Since it was in th",Administration,Positive
One positive aspect is that academic advising helps students stay on track for timely graduation.,Administration,Positive
No industry exposure programs limiting practical knowledge and networking opportunities,Others,Negative
"""Published on Sep 2, 2015 Rowen County Clerk Kim Davis """"Stands Firm"""" against the Supreme Court on Gay Marriage...",Facilities,Neutral
Fan Wwe Monday night Raw about to over up next John Cena the time player them up John Cena.,Hostel,Neutral
"As an airport, I'd say this place does its job.  Simple layout, screens at every turn updating flight status, and overall a clean facility.  \n\nI had no problems when checking in for a flight.  TSA staff were extremely gentle and handled me with care, I walked out of there with no pain or discomfor",Administration,Positive
Students often complain that facilities management ignores requests for basic classroom technology updates.,Administration,Negative
This use to be the go to place because the food was always consistent.  I hadn't been in about 2 yrs though due to the quality/service had dropped.  So this weekend I was in the area and decided to give it another try.  I had the Ahi Tuna.  The tuna itself was good but the noodle salad had a strange,Mess,Negative
"more concerned with overall feelings , broader ideas , and open-ended questions than concrete story and definitive answers , soderbergh's solaris is a gorgeous and deceptively minimalist cinematic tone poem .",Others,Positive
Cardinals and Patriots on the tube! Monday night football special large pizza\u002c dozen wings\u002c large domestic pitcher $25.99!!!,Hostel,Neutral
with the Wikileaks releases yesterday\u002c it\u2019s only gonna help 3rd party candidates make an impact in the election.,Faculty,Positive
"""Yoga instructor, Jillian Jackson, will be at Samurai this Saturday morning for a special yoga class! See the...",Academics,Neutral
Fans jeer Milan after they draw against bottom club Verona: Milan's inconsistent season worsened Sunday as it ...,Others,Negative
"I usually do not take the time to review restaurants, and actually this is my first review ever. However, my experience at this restaurant was so bad, I had to share it.  First off, I work at a restaurant and have for 4 years, so I try not to be too hard on other restaurants when I dine out because",Others,Negative
Come on out this Saturday and support us in the Semi-Finals round of the Battle of the EFFN Rock II Concert...,Faculty,Positive
Ahaaa. Mom is funny af\u2019. LolRT My Mom called & said she\u2019s going to thee club Saturday to see Plies -____- Mom sit down .,Others,Neutral
Laundry facilities are broken and rarely serviced making them unusable.,Hostel,Negative
"The lady at the front desk was friendly and helpful. \n\nThe shuttle drivers were also courteous and efficient. \n\nFree Internet and local phone service were nice. Basic breakfast - just bagels, coffee and juice - but it's fine in a pinch. \n\nHowever, the rooms were worn and in serious need of upd",Facilities,Negative
"a spellbinding african film about the modern condition of rootlessness , a state experienced by millions around the globe .",Faculty,Positive
come to the salon. I work 12-4 on Friday bc of the holiday. Curtis said I can cut yr hair there!,Administration,Positive
Come on iona just cancel class for tomorrow already,Academics,Negative
"Roland's was recommended by hotel. Service was terrible. Food was cold. Brick oven pizza cold.... Asked to have it reheated , still came back cold. Steak was way over cooked. Never got appetizer we ordered, but was charged for it.  Was not busy but waitress was hard  to find. Would not go back and w",Mess,Negative
"Agree! I watch with my mum and it's our monday night show, that's not gonna happen anymore!All bc of Big Brother""",Hostel,Negative
The next person to be on Smash Project is Of Mice & Men cause they're already going to Quezon City on March 8th and playing Soundwave,Academics,Neutral
Haven't been to my Friday class yet but I seen that shit and pretty girls are in it so it's Gucci,Academics,Negative
"I go to Point Park so this Primanti's is a staple for me and my friends. We go here probably 4 or 5 times a semester - always in groups of at least 4 and often more. The food is so great it's hard to care about anything else. I usually get the capicola with an egg, or pastrami with an egg. I have re",Academics,Positive
Some good tips and multi-media resources to help teach Lee's Mockingbird with Watchman.,Faculty,Neutral
"""Dustin Johnson has a lead in a major on Thursday, because of course he does:",Academics,Positive
starting now: saturday nights main event: hulk hogan defends the wwe world series alone i would you have taken in the bit about ten deep f,Others,Neutral
"will probably stay in the shadow of its two older , more accessible qatsi siblings .",Hostel,Negative
We will defeat Boko Haram by the end of this year-Buhari: Speaking in Cotonou on Saturday during a gala lunch ...,Mess,Positive
"I haven't been to Rock Bottom in years.  Maybe even decades...is that even possible?  Well, either way, it's been awhile.  So with my gift certificate I took my brother out for a birthday dinner.  \n\nAs I get older, my tolerance for things like crowds and youngsters gets lower and lower.  As a resu",Mess,Positive
"""Really enjoying the 's tonight while doing some homework. Hi-lites so far: Melissa McCarthy, Steve Levitan's wife, & Jane Lynch rocks!""",Academics,Positive
"Nice atmosphere, way strong drinks, interesting music selection. I had a great time at Le Mardi Gras, and I left drunk and happy.\n\nMerci Beaucoup, mes amies!",Others,Positive
"In most cases, scholarship information is available but application steps could be clearer.",Administration,Neutral
Go here if you enjoy waiting in the lobby when there are tons of open tables and being rudely treated by the hostess!  The food is just ok bar food.  The beer is awesome I will admit and the servers are pretty attentive.  I would rather drive down to Myrtle beach or Atlanta to it's sister restaurant,Mess,Negative
